CookerStat, GenerateAssetRegistry=0.360917, Initialize=113.081657, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
SavePackageTransactionIdBE3F17C74171F40B58ED528BB79473C6_0, Filename=../../../../sergey/UnrealProjects/Game_1337/TopDownProject/Saved/Autosaves/Game/TopDownBP/Maps/LowPolyMap_Auto1.umap, AutoPackageBackupDelegate=221.726273, FlushAsyncLoading=0.016678, FlushStreamingFunc=0.061575, BlockTillAllRequestsFinished=0.008125, ResetLoadersForSaveUnMarkAllObjects=1.276035, TagPackageExports=0.977982, BeginCacheForCookedPlatformData=0.003420, SerializeImports=27.907681, GatherLocalizableTextData=8.860823, MarkNames=0.069275, SerializeSummary=0.023521, SerializeNames=0.569168, SerializeGatherableTextData=0.021808, BuildExportMap=0.344239, SortExportsNonSeekfree=0.280950, SortExportsSeekfreeConstructor=0.091936, SortExportsSeekfreeInner=17.720364, SortExportsSeekfree=0.008982, BuildDependencyMap=0.093650, SerializeImportMap=0.062007, SerializeExportMap=0.035066, SerializeDependencyMap=0.011116, SerializeStringAssetReferenceMap=0.004705, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.930939, SerializeExports=5.075484, SerializeBulkData=26.495661, MoveFile=0.986103, UnaccountedTime=0.196278, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
SavePackageTransactionIdBE3F17C74171F40B58ED528BB79473C6_1, Filename=../../../../sergey/UnrealProjects/Game_1337/TopDownProject/Content/TopDownBP/Blueprints/DisappearsWhenThePlayerNext.uasset, AutoPackageBackupDelegate=25.396664, FlushAsyncLoading=0.014111, FlushStreamingFunc=0.095360, BlockTillAllRequestsFinished=0.007272, ResetLoadersForSaveUnMarkAllObjects=0.203975, TagPackageExports=29.815744, BeginCacheForCookedPlatformData=0.009410, SerializeImports=42.770649, GatherLocalizableTextData=21.913231, MarkNames=0.131283, SerializeSummary=0.020098, SerializeNames=0.457130, SerializeGatherableTextData=0.349369, BuildExportMap=0.342101, SortExportsNonSeekfree=4.363917, SortExportsSeekfreeConstructor=0.097498, SortExportsSeekfreeInner=32.675274, SortExportsSeekfree=0.008982, BuildDependencyMap=0.200555, SerializeImportMap=0.029508, SerializeExportMap=0.121873, SerializeDependencyMap=0.026941, SerializeStringAssetReferenceMap=0.003848, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.990602, SerializeExports=39.697735, SerializeBulkData=0.013255, MoveFile=1.161430, UnaccountedTime=40.390915, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
SavePackageTransactionIdBE3F17C74171F40B58ED528BB79473C6_2, Filename=../../../../sergey/UnrealProjects/Game_1337/TopDownProject/Content/TopDownBP/Blueprints/DisappearsWhenThePlayerNext.uasset, AutoPackageBackupDelegate=2.829597, FlushAsyncLoading=0.003848, FlushStreamingFunc=0.078686, BlockTillAllRequestsFinished=0.006840, ResetLoadersForSaveUnMarkAllObjects=0.116315, TagPackageExports=25.814880, BeginCacheForCookedPlatformData=0.006843, SerializeImports=28.381918, GatherLocalizableTextData=17.452244, MarkNames=0.115886, SerializeSummary=0.019241, SerializeNames=0.451144, SerializeGatherableTextData=0.204835, BuildExportMap=0.328843, SortExportsNonSeekfree=4.299346, SortExportsSeekfreeConstructor=0.112463, SortExportsSeekfreeInner=30.954084, SortExportsSeekfree=0.009406, BuildDependencyMap=0.184733, SerializeImportMap=0.028223, SerializeExportMap=0.114176, SerializeDependencyMap=0.024803, SerializeStringAssetReferenceMap=0.003420, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.991241, SerializeExports=33.157207, SerializeBulkData=0.011548, MoveFile=2.313878, UnaccountedTime=1.545012, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
SavePackageTransactionIdBE3F17C74171F40B58ED528BB79473C6_3, Filename=../../../../sergey/UnrealProjects/Game_1337/TopDownProject/Content/TopDownBP/Blueprints/DisappearsWhenThePlayerNext.uasset, AutoPackageBackupDelegate=3.756259, FlushAsyncLoading=0.004705, FlushStreamingFunc=0.106905, BlockTillAllRequestsFinished=0.007272, ResetLoadersForSaveUnMarkAllObjects=0.111181, TagPackageExports=25.028479, BeginCacheForCookedPlatformData=0.007696, SerializeImports=26.109089, GatherLocalizableTextData=17.451391, MarkNames=0.114173, SerializeSummary=0.019245, SerializeNames=0.453711, SerializeGatherableTextData=0.240754, BuildExportMap=0.338677, SortExportsNonSeekfree=3.876850, SortExportsSeekfreeConstructor=0.088092, SortExportsSeekfreeInner=30.819382, SortExportsSeekfree=0.009406, BuildDependencyMap=0.207826, SerializeImportMap=0.026513, SerializeExportMap=0.112038, SerializeDependencyMap=0.025660, SerializeStringAssetReferenceMap=0.003420, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.399193, SerializeExports=33.133263, SerializeBulkData=0.011548, MoveFile=3.649354, UnaccountedTime=1.076333, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
SavePackageTransactionIdBE3F17C74171F40B58ED528BB79473C6_4, Filename=../../../../sergey/UnrealProjects/Game_1337/TopDownProject/Content/TopDownBP/Blueprints/DisappearsWhenThePlayerNext.uasset, AutoPackageBackupDelegate=5.628832, FlushAsyncLoading=0.015393, FlushStreamingFunc=0.042763, BlockTillAllRequestsFinished=0.006415, ResetLoadersForSaveUnMarkAllObjects=0.148814, TagPackageExports=43.485218, BeginCacheForCookedPlatformData=0.007696, SerializeImports=37.466816, GatherLocalizableTextData=20.098389, MarkNames=0.128716, SerializeSummary=0.021379, SerializeNames=0.457130, SerializeGatherableTextData=0.248879, BuildExportMap=0.343382, SortExportsNonSeekfree=4.685920, SortExportsSeekfreeConstructor=0.086807, SortExportsSeekfreeInner=38.011181, SortExportsSeekfree=0.009410, BuildDependencyMap=0.211246, SerializeImportMap=0.028223, SerializeExportMap=0.126150, SerializeDependencyMap=0.026941, SerializeStringAssetReferenceMap=0.003420, SaveThumbNailsAssetRegistryDataWorldLevelInfo=4.417796, SerializeExports=37.700729, SerializeBulkData=0.012401, MoveFile=1.397908, UnaccountedTime=1.117386, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
SavePackageTransactionIdBE3F17C74171F40B58ED528BB79473C6_5, Filename=../../../../sergey/UnrealProjects/Game_1337/TopDownProject/Content/TopDownBP/Blueprints/DisappearsWhenThePlayerNext.uasset, AutoPackageBackupDelegate=3.835369, FlushAsyncLoading=0.004705, FlushStreamingFunc=0.102632, BlockTillAllRequestsFinished=0.008125, ResetLoadersForSaveUnMarkAllObjects=0.127859, TagPackageExports=19.685303, BeginCacheForCookedPlatformData=0.007272, SerializeImports=20.817652, GatherLocalizableTextData=22.992556, MarkNames=0.099212, SerializeSummary=0.020098, SerializeNames=0.399400, SerializeGatherableTextData=0.244174, BuildExportMap=0.254866, SortExportsNonSeekfree=2.960022, SortExportsSeekfreeConstructor=0.084244, SortExportsSeekfreeInner=25.917084, SortExportsSeekfree=0.009410, BuildDependencyMap=0.141542, SerializeImportMap=0.024803, SerializeExportMap=0.088092, SerializeDependencyMap=0.021812, SerializeStringAssetReferenceMap=0.003848, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.410948, SerializeExports=26.335732, SerializeBulkData=0.012401, MoveFile=1.018602, UnaccountedTime=1.023736, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
SavePackageTransactionIdBE3F17C74171F40B58ED528BB79473C6_6, Filename=../../../../sergey/UnrealProjects/Game_1337/TopDownProject/Content/TopDownBP/Blueprints/DisappearsWhenThePlayerNext.uasset, AutoPackageBackupDelegate=2.870649, FlushAsyncLoading=0.003848, FlushStreamingFunc=0.113748, BlockTillAllRequestsFinished=0.006843, ResetLoadersForSaveUnMarkAllObjects=0.114601, TagPackageExports=19.616455, BeginCacheForCookedPlatformData=0.007272, SerializeImports=20.978439, GatherLocalizableTextData=23.684454, MarkNames=0.097927, SerializeSummary=0.018388, SerializeNames=0.418644, SerializeGatherableTextData=0.287794, BuildExportMap=0.262987, SortExportsNonSeekfree=2.805650, SortExportsSeekfreeConstructor=0.087235, SortExportsSeekfreeInner=24.713322, SortExportsSeekfree=0.008550, BuildDependencyMap=0.138551, SerializeImportMap=0.024803, SerializeExportMap=0.086807, SerializeDependencyMap=0.052597, SerializeStringAssetReferenceMap=0.004277, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.457559, SerializeExports=25.499723, SerializeBulkData=0.011973, MoveFile=3.018182, UnaccountedTime=1.123797, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
DDCTransactionId0CA128924DCCAB460EA5BC80BCB690D4_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_5E49F25541367BC6FAD972A741878402, StartTime=2018.05.26-15.01.50, HierarchicalDDC=, DataSize=162403, Duration=3.307253, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
SavePackageTransactionIdBE3F17C74171F40B58ED528BB79473C6_7, Filename=../../../../sergey/UnrealProjects/Game_1337/TopDownProject/Saved/Autosaves/Game/TopDownBP/Maps/LowPolyMap_Auto2.umap, AutoPackageBackupDelegate=5.767379, FlushAsyncLoading=0.014540, FlushStreamingFunc=0.067994, BlockTillAllRequestsFinished=0.007268, ResetLoadersForSaveUnMarkAllObjects=0.161216, TagPackageExports=1.350440, BeginCacheForCookedPlatformData=0.006415, SerializeImports=2.109904, GatherLocalizableTextData=9.001513, MarkNames=0.068419, SerializeSummary=0.021808, SerializeNames=0.480223, SerializeGatherableTextData=0.052173, BuildExportMap=0.326704, SortExportsNonSeekfree=0.276245, SortExportsSeekfreeConstructor=0.082534, SortExportsSeekfreeInner=16.673107, SortExportsSeekfree=0.007272, BuildDependencyMap=0.088945, SerializeImportMap=0.048753, SerializeExportMap=0.032924, SerializeDependencyMap=0.006840, SerializeStringAssetReferenceMap=0.002995, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.852257, SerializeExports=4.820619, SerializeBulkData=1.344025, MoveFile=0.987388, UnaccountedTime=0.181314, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
SavePackageTransactionIdBE3F17C74171F40B58ED528BB79473C6_8, Filename=../../../../sergey/UnrealProjects/Game_1337/TopDownProject/Saved/Autosaves/Game/TopDownBP/Blueprints/DisappearsWhenThePlayerNext_Auto2.uasset, AutoPackageBackupDelegate=4.690621, FlushAsyncLoading=0.011548, FlushStreamingFunc=0.067562, BlockTillAllRequestsFinished=0.007272, ResetLoadersForSaveUnMarkAllObjects=0.129998, TagPackageExports=19.912373, BeginCacheForCookedPlatformData=0.007696, SerializeImports=21.227747, GatherLocalizableTextData=24.224543, MarkNames=0.097502, SerializeSummary=0.017531, SerializeNames=0.420354, SerializeGatherableTextData=0.245459, BuildExportMap=0.256572, SortExportsNonSeekfree=2.839859, SortExportsSeekfreeConstructor=0.018816, SortExportsSeekfreeInner=24.106949, SortExportsSeekfree=0.008978, BuildDependencyMap=0.138979, SerializeImportMap=0.025231, SerializeExportMap=0.087235, SerializeDependencyMap=0.020526, SerializeStringAssetReferenceMap=0.002995, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.355784, SerializeExports=24.218559, SerializeBulkData=0.011545, MoveFile=40.596603, UnaccountedTime=0.219375, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
SavePackageTransactionIdBE3F17C74171F40B58ED528BB79473C6_9, Filename=../../../../sergey/UnrealProjects/Game_1337/TopDownProject/Content/TopDownBP/Blueprints/DisappearsWhenThePlayerNext.uasset, AutoPackageBackupDelegate=3.034003, FlushAsyncLoading=0.004277, FlushStreamingFunc=0.117596, BlockTillAllRequestsFinished=0.006840, ResetLoadersForSaveUnMarkAllObjects=0.129145, TagPackageExports=20.089407, BeginCacheForCookedPlatformData=0.007272, SerializeImports=20.818081, GatherLocalizableTextData=24.052639, MarkNames=0.100490, SerializeSummary=0.019673, SerializeNames=0.441309, SerializeGatherableTextData=0.375882, BuildExportMap=0.275392, SortExportsNonSeekfree=2.800945, SortExportsSeekfreeConstructor=0.085954, SortExportsSeekfreeInner=25.334232, SortExportsSeekfree=0.008550, BuildDependencyMap=0.140689, SerializeImportMap=0.026084, SerializeExportMap=0.086810, SerializeDependencyMap=0.053026, SerializeStringAssetReferenceMap=0.005130, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.521280, SerializeExports=26.546120, SerializeBulkData=0.012830, MoveFile=1.314945, UnaccountedTime=1.022879, RunGuid=RunID1BADE51F4A266171699C77A8127A5363
